source	line	section	commit	categories	table_header	claim
pr-commit-messages.txt	33	railshot: separate stats from inline reports	9e48971929b880c736d39ce99f160a228bb22ed7	time		- go test -count=1 ./src/core/compiler/backend/railshot/arm64 ./src/core/compiler/backend/railshot
pr-commit-messages.txt	34	railshot: separate stats from inline reports	9e48971929b880c736d39ce99f160a228bb22ed7	code-or-storage-size		- native linux/amd64 backend package tests on hub@hub
pr-commit-messages.txt	35	railshot: separate stats from inline reports	9e48971929b880c736d39ce99f160a228bb22ed7			- linux/amd64 backend test binary cross-build
pr-commit-messages.txt	38	railshot: separate stats from inline reports	9e48971929b880c736d39ce99f160a228bb22ed7			- unchanged, the option documents the internal measurement contract in place
pr-commit-messages.txt	40	wasm: collect validation analysis in one pass	d6355e916248ca1725e2035c09736de2d50f2592	method-or-checkpoint		commit d6355e916248ca1725e2035c09736de2d50f2592
pr-commit-messages.txt	53	wasm: collect validation analysis in one pass	d6355e916248ca1725e2035c09736de2d50f2592	time,allocations,method-or-checkpoint		- paired ARM64 validation corpus: allocations unchanged; no disabled-path regression
pr-commit-messages.txt	55	compiler: reuse validation facts across admission	0bb4431a15a648f604e344cfdf96be530501a5bc	method-or-checkpoint		commit 0bb4431a15a648f604e344cfdf96be530501a5bc
pr-commit-messages.txt	68	compiler: reuse validation facts across admission	0bb4431a15a648f604e344cfdf96be530501a5bc			- 64-module requirements parity test
pr-commit-messages.txt	69	compiler: reuse validation facts across admission	0bb4431a15a648f604e344cfdf96be530501a5bc	time,method-or-checkpoint		- paired ARM64 public compile geomean -6.94%; large modules -5.98% to -7.99%
pr-commit-messages.txt	70	compiler: reuse validation facts across admission	0bb4431a15a648f604e344cfdf96be530501a5bc	code-or-storage-size		- generated code sizes unchanged across the measured corpus
pr-commit-messages.txt	72	compiler: reuse validation call and GC facts	7de2e521e7dc1eda21c14db8e068e346e23cf258	method-or-checkpoint		commit 7de2e521e7dc1eda21c14db8e068e346e23cf258
pr-commit-messages.txt	75	compiler: reuse validation call and GC facts	7de2e521e7dc1eda21c14db8e068e346e23cf258	memory,allocations		- record exact dynamic-reference calls, allocation sites, collection points, and non-atomic memory use
pr-commit-messages.txt	76	compiler: reuse validation call and GC facts	7de2e521e7dc1eda21c14db8e068e346e23cf258	allocations		- reuse those facts for artifact metadata, root-plan admission, GC allocation admission, and accepted thread modules
pr-commit-messages.txt	84	compiler: reuse validation call and GC facts	7de2e521e7dc1eda21c14db8e068e346e23cf258	time		- go test -count=1 ./src/core/compiler/wasm ./src/wago
pr-commit-messages.txt	85	compiler: reuse validation call and GC facts	7de2e521e7dc1eda21c14db8e068e346e23cf258			- GC root-plan and dynamic-reference parity tests
pr-commit-messages.txt	86	compiler: reuse validation call and GC facts	7de2e521e7dc1eda21c14db8e068e346e23cf258	time		- Linux AMD64, generic Darwin AMD64, and precompiled cross-builds
pr-commit-messages.txt	88	arm64: parallelize module hint scanning	b33bd3ef48fc8c515b786345ea51b8108ce3ce3d	method-or-checkpoint		commit b33bd3ef48fc8c515b786345ea51b8108ce3ce3d
pr-commit-messages.txt	89	arm64: parallelize module hint scanning	b33bd3ef48fc8c515b786345ea51b8108ce3ce3d			arm64: parallelize module hint scanning
pr-commit-messages.txt	91	amd64: parallelize module hint scanning	6ab66c1eb093fee162381bcfc62516ad06550a9b	method-or-checkpoint		commit 6ab66c1eb093fee162381bcfc62516ad06550a9b
pr-commit-messages.txt	92	amd64: parallelize module hint scanning	6ab66c1eb093fee162381bcfc62516ad06550a9b			amd64: parallelize module hint scanning
pr-commit-messages.txt	94	amd64: cache resolved module value types	842de7662780627a5cd6d2ce507d98c3948c5192	method-or-checkpoint		commit 842de7662780627a5cd6d2ce507d98c3948c5192
pr-commit-messages.txt	95	amd64: cache resolved module value types	842de7662780627a5cd6d2ce507d98c3948c5192			amd64: cache resolved module value types
pr-commit-messages.txt	100	amd64: cache resolved module value types	842de7662780627a5cd6d2ce507d98c3948c5192	memory		- retain a bounded dense type cache for modules with at least 16 KiB of function bodies
pr-commit-messages.txt	106	amd64: cache resolved module value types	842de7662780627a5cd6d2ce507d98c3948c5192	time		- GOARCH=amd64 go test ./src/core/compiler/backend/railshot/...
pr-commit-messages.txt	107	amd64: cache resolved module value types	842de7662780627a5cd6d2ce507d98c3948c5192	time,code-or-storage-size		- native go test -race ./src/core/compiler/backend/railshot/amd64
pr-commit-messages.txt	108	amd64: cache resolved module value types	842de7662780627a5cd6d2ce507d98c3948c5192	time,code-or-storage-size,method-or-checkpoint		- paired native p1 compile geomean: -3.52%; Ruby: -7.22%
pr-commit-messages.txt	109	amd64: cache resolved module value types	842de7662780627a5cd6d2ce507d98c3948c5192	memory,allocations,code-or-storage-size		- generated code bytes unchanged; heap +0.11%; allocations +0.30%
pr-commit-messages.txt	112	amd64: cache resolved module value types	842de7662780627a5cd6d2ce507d98c3948c5192			- unchanged, internal backend optimization with no developer workflow impact
pr-commit-messages.txt	114	arm64: cache resolved module value types	995760fa923ccd8640433e9e529dd15245f5cf16	method-or-checkpoint		commit 995760fa923ccd8640433e9e529dd15245f5cf16
pr-commit-messages.txt	115	arm64: cache resolved module value types	995760fa923ccd8640433e9e529dd15245f5cf16			arm64: cache resolved module value types
pr-commit-messages.txt	117	arm64: cache resolved module value types	995760fa923ccd8640433e9e529dd15245f5cf16	memory,method-or-checkpoint		- repeated import-aware global and memory type resolution remained measurable in large-module ARM64 compilation
pr-commit-messages.txt	120	arm64: cache resolved module value types	995760fa923ccd8640433e9e529dd15245f5cf16	memory		- retain a bounded dense type cache for modules with at least 16 KiB of function bodies
pr-commit-messages.txt	126	arm64: cache resolved module value types	995760fa923ccd8640433e9e529dd15245f5cf16	time		- GOARCH=arm64 go test ./src/core/compiler/backend/railshot/arm64
pr-commit-messages.txt	127	arm64: cache resolved module value types	995760fa923ccd8640433e9e529dd15245f5cf16	time		- go test -race ./src/core/compiler/backend/railshot/arm64
pr-commit-messages.txt	128	arm64: cache resolved module value types	995760fa923ccd8640433e9e529dd15245f5cf16	time,code-or-storage-size,method-or-checkpoint		- paired native p1 compile geomean: -3.78%; Ruby: -7.54%
pr-commit-messages.txt	129	arm64: cache resolved module value types	995760fa923ccd8640433e9e529dd15245f5cf16	memory,allocations,code-or-storage-size		- generated code bytes unchanged; heap +0.28%; allocations +0.37%
pr-commit-messages.txt	132	arm64: cache resolved module value types	995760fa923ccd8640433e9e529dd15245f5cf16			- unchanged, internal backend optimization with no developer workflow impact
pr-commit-messages.txt	134	amd64: accelerate function hint decoding	12310adc42fff579e90daa946e68779adc8d95c6	method-or-checkpoint		commit 12310adc42fff579e90daa946e68779adc8d95c6
pr-commit-messages.txt	135	amd64: accelerate function hint decoding	12310adc42fff579e90daa946e68779adc8d95c6			amd64: accelerate function hint decoding
pr-commit-messages.txt	137	amd64: accelerate function hint decoding	12310adc42fff579e90daa946e68779adc8d95c6	code-or-storage-size		- native profiles showed the byte-backed hint scan spending 16% of serial Ruby compilation in generic immediate classification
pr-commit-messages.txt	143	amd64: accelerate function hint decoding	12310adc42fff579e90daa946e68779adc8d95c6			- add exhaustive immediate-free hint parity coverage
pr-commit-messages.txt	147	amd64: accelerate function hint decoding	12310adc42fff579e90daa946e68779adc8d95c6	time,code-or-storage-size		- native go test -race ./src/core/compiler/backend/railshot/amd64
pr-commit-messages.txt	148	amd64: accelerate function hint decoding	12310adc42fff579e90daa946e68779adc8d95c6	time,code-or-storage-size,method-or-checkpoint		- paired native p1 compile geomean: -3.72%; all five corpus rows improve 2.93% to 4.46%
pr-commit-messages.txt	149	amd64: accelerate function hint decoding	12310adc42fff579e90daa946e68779adc8d95c6	memory,allocations,code-or-storage-size		- generated code bytes, heap bytes, and allocation counts unchanged
pr-commit-messages.txt	152	amd64: accelerate function hint decoding	12310adc42fff579e90daa946e68779adc8d95c6	time		- unchanged, internal AMD64 compile optimization with no developer workflow impact
pr-commit-messages.txt	154	amd64: fuse inline caller analysis	25fb20ba1fc2c5e18e768cd3d1dfce1843bf194a	method-or-checkpoint		commit 25fb20ba1fc2c5e18e768cd3d1dfce1843bf194a
pr-commit-messages.txt	155	amd64: fuse inline caller analysis	25fb20ba1fc2c5e18e768cd3d1dfce1843bf194a			amd64: fuse inline caller analysis
pr-commit-messages.txt	166	amd64: fuse inline caller analysis	25fb20ba1fc2c5e18e768cd3d1dfce1843bf194a	time		- GOARCH=amd64 go test ./src/core/compiler/backend/railshot/amd64
pr-commit-messages.txt	167	amd64: fuse inline caller analysis	25fb20ba1fc2c5e18e768cd3d1dfce1843bf194a	time,code-or-storage-size		- native go test -race ./src/core/compiler/backend/railshot/amd64
pr-commit-messages.txt	168	amd64: fuse inline caller analysis	25fb20ba1fc2c5e18e768cd3d1dfce1843bf194a	time,code-or-storage-size,method-or-checkpoint		- paired native p1 compile geomean: -2.35%; Ruby: -2.49%
pr-commit-messages.txt	169	amd64: fuse inline caller analysis	25fb20ba1fc2c5e18e768cd3d1dfce1843bf194a	memory,allocations,code-or-storage-size		- generated code bytes, heap bytes, and allocation counts unchanged
pr-commit-messages.txt	172	amd64: fuse inline caller analysis	25fb20ba1fc2c5e18e768cd3d1dfce1843bf194a			- unchanged, internal AMD64 analysis fusion with no developer workflow impact
pr-commit-messages.txt	174	amd64: fast-path inline caller immediates	9b586861dda65f583e02aa22cea69c3fd2c5deb0	method-or-checkpoint		commit 9b586861dda65f583e02aa22cea69c3fd2c5deb0
pr-commit-messages.txt	175	amd64: fast-path inline caller immediates	9b586861dda65f583e02aa22cea69c3fd2c5deb0			amd64: fast-path inline caller immediates
pr-commit-messages.txt	185	amd64: fast-path inline caller immediates	9b586861dda65f583e02aa22cea69c3fd2c5deb0	time		- GOARCH=amd64 go test ./src/core/compiler/backend/railshot/amd64
pr-commit-messages.txt	186	amd64: fast-path inline caller immediates	9b586861dda65f583e02aa22cea69c3fd2c5deb0	time,code-or-storage-size		- native go test -race ./src/core/compiler/backend/railshot/amd64
pr-commit-messages.txt	187	amd64: fast-path inline caller immediates	9b586861dda65f583e02aa22cea69c3fd2c5deb0	time,code-or-storage-size,method-or-checkpoint		- paired native p1 compile geomean: -1.17%; large corpora: -1.39% to -2.38%
pr-commit-messages.txt	188	amd64: fast-path inline caller immediates	9b586861dda65f583e02aa22cea69c3fd2c5deb0	memory,allocations,code-or-storage-size		- generated code bytes, heap bytes, and allocation counts unchanged
pr-commit-messages.txt	191	amd64: fast-path inline caller immediates	9b586861dda65f583e02aa22cea69c3fd2c5deb0			- unchanged, internal AMD64 scan optimization with no developer workflow impact
pr-commit-messages.txt	193	arm64: hoist hint path weighting	b28480529a960a97bc4d540107118d28896fbf25	method-or-checkpoint		commit b28480529a960a97bc4d540107118d28896fbf25
pr-commit-messages.txt	194	arm64: hoist hint path weighting	b28480529a960a97bc4d540107118d28896fbf25			arm64: hoist hint path weighting
pr-commit-messages.txt	203	arm64: hoist hint path weighting	b28480529a960a97bc4d540107118d28896fbf25	time		- go test ./src/core/compiler/backend/railshot/arm64
pr-commit-messages.txt	204	arm64: hoist hint path weighting	b28480529a960a97bc4d540107118d28896fbf25	time,code-or-storage-size,method-or-checkpoint		- paired native p1 compile geomean on json-as, lua, ruby, and esbuild: -0.78%
pr-commit-messages.txt	205	arm64: hoist hint path weighting	b28480529a960a97bc4d540107118d28896fbf25	method-or-checkpoint		- esbuild: -1.17% (p=0.020, n=12)
